"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2013,7738.05,8647.24,7603.27,8611.51,518542200,8611.47,11.29,0.05,0.33,7.48,7.13,10.92
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2014,8618.6,9593.68,8230.46,9307.26,550559000,9307.22,7.99,0.03,0.61,7.48,6.84,7.34
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2018,10664.82,11270.18,9400.69,9727.41,570601100,9727.41,-8.79,-0.03,-0.06,7.48,7.55,-8.73
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2019,9725.27,12125.9,9319.28,11997.14,493926800,11997.14,23.36,0.09,1.15,7.48,6.26,21.96
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2020,12026.5,14760.06,8523.63,14732.53,889599100,14732.53,22.5,0.09,0.04,7.48,7.44,22.45
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2021,14720.25,18291.25,14720.25,18218.84,1474179100,18218.84,23.77,0.09,2.63,7.48,4.73,20.59
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2022,18260.23,18619.61,12629.48,14137.69,802857400,14137.69,-22.58,-0.1,2.71,7.48,4.65,-24.62
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2023,14108.16,17945.7,14001.97,17930.81,763549300,17930.81,27.1,0.1,2.7,7.48,4.66,23.76
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2024,17939.79,24416.67,17151.58,23035.1,951586200,23035.1,28.4,0.11,2.29,7.48,5.08,25.53
"Asia","Taiwan","TWSE","Taiwan Stock Exchange (TWSE)",2025,22975.71,23943.95,17306.97,20543.4,241543500,20543.4,-10.59,-0.12,1.9,7.48,5.48,-12.26
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2010,2533.95,3788.56,2431.84,3703.51,11181702200,3703.37,46.15,0.16,5.13,10.16,4.78,39.01
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2011,3704.44,4195.72,3217.95,3821.99,9274010000,3821.84,3.17,0.02,5.36,10.16,4.56,-2.08
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2012,3821.63,4381.75,3635.28,4316.69,7907471700,4316.52,12.95,0.05,4.28,10.16,5.64,8.31
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2013,4322.58,5251.3,3837.74,4274.18,10203161400,4274.01,-1.12,0,6.41,10.16,3.52,-7.08
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2016,4580.17,5491.7,4408.8,5296.71,46593226900,5296.71,15.64,0.06,3.53,10.16,6.4,11.71
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2020,6313.13,6348.53,3911.72,5979.07,21188364600,5979.07,-5.29,-0.01,1.92,10.16,8.08,-7.08
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2021,5997.83,6754.46,5735.47,6581.48,44511158400,6581.48,9.73,0.04,1.56,10.16,8.46,8.05
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2022,6586.26,7377.5,6509.88,6850.62,50992434700,6850.62,4.01,0.02,4.21,10.16,5.71,-0.19
"Asia","Indonesia","JCI","Jakarta Stock Exchange",2023,6850.74,7309.78,6542.79,7272.8,40495521000,7272.8,6.16,0.03,3.67,10.16,6.26,2.4
"Asia","Malaysia","KLCI","Bursa Malaysia",1993,1018.73,1275.32,1018.73,1275.32,0,1275.32,25.19,1.11,3.54,4.39,0.83,20.91
"Asia","Malaysia","KLCI","Bursa Malaysia",2005,907.02,953.88,858.84,899.79,16747024000,899.79,-0.8,0,2.98,4.39,1.38,-3.66
"Asia","Malaysia","KLCI","Bursa Malaysia",2011,1524.53,1597.08,1310.53,1530.73,31729266800,1530.73,0.41,0,3.17,4.39,1.18,-2.68
"Asia","Malaysia","KLCI","Bursa Malaysia",2012,1523.6,1688.95,1502.09,1688.95,33079353600,1688.95,10.85,0.04,1.66,4.39,2.69,9.04
"Asia","Malaysia","KLCI","Bursa Malaysia",2013,1685.15,1882.2,1597,1866.96,37041487700,1866.96,10.79,0.04,2.11,4.39,2.24,8.5
"Asia","Malaysia","KLCI","Bursa Malaysia",2015,1757.15,1867.53,1503.68,1692.51,32450191100,1692.51,-3.68,-0.01,2.1,4.39,2.24,-5.66
"Asia","Malaysia","KLCI","Bursa Malaysia",2020,1590.98,1695.96,1207.8,1627.21,40375595200,1627.21,2.28,0.02,-1.14,4.39,5.6,3.46
"Asia","Malaysia","KLCI","Bursa Malaysia",2021,1629.01,1646.24,1475.37,1567.53,40867900100,1567.53,-3.77,-0.01,2.48,4.39,1.87,-6.1
"Asia","Malaysia","KLCI","Bursa Malaysia",2022,1553.64,1620.44,1372.57,1495.49,48895127100,1495.49,-3.74,-0.02,3.38,4.39,0.98,-6.89
"Asia","Malaysia","KLCI","Bursa Malaysia",2023,1488.54,1501.86,1369.41,1454.66,29402294700,1454.66,-2.28,-0.01,2.49,4.39,1.86,-4.65
"Asia","Malaysia","KLCI","Bursa Malaysia",2024,1452.2,1684.68,1446.36,1642.33,56789779600,1642.33,13.09,0.05,1.83,4.39,2.51,11.06
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1993,43.97,47.16,42.81,46.59,51762800,26.58,-39.54,0.04,2.95,-15.85,-18.26,-41.28
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1994,46.59,48.31,43.34,45.56,101364400,26.69,-42.72,0,2.61,-15.85,-17.99,-44.18
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1995,45.7,62.8,45.69,61.48,79076300,36.84,-19.39,0.13,2.81,-15.85,-18.15,-21.59
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1996,61.41,76.69,59.64,73.84,229314200,45.13,-26.5,0.08,2.93,-15.85,-18.25,-28.6
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1997,74.38,99,72.75,97.06,806460900,60.24,-19.01,0.12,2.34,-15.85,-17.77,-20.86
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1998,97.31,124.75,90.91,123.31,1873262600,77.52,-20.34,0.11,1.55,-15.85,-17.14,-21.55
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",1999,123.38,147.56,120.38,146.88,1824218400,93.33,-24.35,0.08,2.19,-15.85,-17.65,-25.97
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2000,148.25,155.75,125.53,131.19,1931577800,84.24,-43.18,-0.03,3.38,-15.85,-18.6,-45.04
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2001,132,138.7,93.8,114.3,3420728000,74.33,-43.69,-0.04,2.83,-15.85,-18.16,-45.24
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2002,115.11,117.99,77.07,88.23,8516467700,58.29,-49.36,-0.08,1.59,-15.85,-17.16,-50.15
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2003,88.85,111.52,79.38,111.28,10303214100,74.71,-15.91,0.1,2.27,-15.85,-17.72,-17.78
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2004,111.74,121.66,106.59,120.87,10794486300,82.71,-25.98,0.04,2.68,-15.85,-18.04,-27.91
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2005,121.56,128.09,113.55,124.51,15408979600,86.7,-28.68,0.02,3.39,-15.85,-18.61,-31.02
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2006,125.19,143.24,122.34,141.62,17580332100,100.44,-19.77,0.06,3.23,-15.85,-18.48,-22.28
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2007,142.25,157.52,136.75,146.21,39313707500,105.61,-25.76,0.03,2.85,-15.85,-18.18,-27.82
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2008,146.53,146.99,74.34,90.24,75960832400,66.75,-54.45,-0.15,3.84,-15.85,-18.96,-56.13
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2009,90.44,113.03,67.1,111.44,62062517700,84.34,-6.75,0.11,-0.36,-15.85,-15.55,-6.41
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2010,112.37,126.2,101.13,125.75,52842437000,97.04,-13.65,0.06,1.64,-15.85,-17.21,-15.04
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2011,126.71,137.18,107.43,125.5,54991433900,98.87,-21.97,0.02,3.16,-15.85,-18.43,-24.36
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2012,127.76,148.11,126.43,142.41,35832734200,114.69,-10.23,0.06,2.07,-15.85,-17.56,-12.05
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2013,145.11,184.69,144.73,184.69,30627778200,151.74,4.57,0.11,1.46,-15.85,-17.07,3.06
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2014,183.98,212.97,173.71,205.54,27670351600,172.17,-6.42,0.05,1.62,-15.85,-17.19,-7.91
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2015,206.38,213.78,182.4,203.87,31152292100,174.29,-15.55,0.01,0.12,-15.85,-15.95,-15.65
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2016,200.49,228.34,181.02,223.53,26390533500,195.2,-2.64,0.05,1.26,-15.85,-16.9,-3.85
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2017,225.04,268.6,223.88,266.86,17684746700,237.57,5.57,0.08,2.13,-15.85,-17.61,3.37
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2018,267.84,293.94,233.76,249.92,24388282200,226.72,-15.35,-0.01,2.44,-15.85,-17.86,-17.37
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2019,245.98,323.8,243.67,321.86,17650707500,297.51,20.95,0.11,1.81,-15.85,-17.35,18.8
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2020,323.54,378.46,218.26,373.88,25390906800,352.05,8.81,0.09,1.23,-15.85,-16.88,7.49
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2021,375.31,479,364.82,474.96,18596398600,453.19,20.75,0.1,4.7,-15.85,-19.63,15.33
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2022,476.3,479.98,348.11,382.43,23784662100,370.82,-22.15,-0.07,8,-15.85,-22.09,-27.91
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2023,384.37,477.55,377.83,475.31,20480972900,467.88,21.73,0.1,4.12,-15.85,-19.18,16.91
"North America","USA","S&P 500","New York Stock Exchange (NYSE)",2024,472.16,609.07,466.43,586.08,14468059100,584.32,23.76,0.09,2.95,-15.85,-18.26,20.21
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2005,9190.1,11296.8,8952.8,11272.3,31566608300,11272.3,22.66,0.08,2.21,6.03,3.73,20
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2006,11304.6,13053.2,10860.7,12908.4,45969682000,12908.4,14.19,0.06,2,6.03,3.94,11.95
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2007,12924.5,14646.8,12412.6,13833.1,53211723500,13833.1,7.03,0.03,2.14,6.03,3.81,4.79
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2008,13907.7,15154.8,7647.1,8987.7,63285759100,8987.7,-35.38,-0.14,2.37,6.03,3.57,-36.87
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2009,8951.9,11816.3,7480,11746.1,52590218300,11746.1,31.21,0.12,0.3,6.03,5.71,30.82
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2010,11847.3,13493.6,10990.4,13443.2,48272697600,13443.2,13.47,0.06,1.78,6.03,4.17,11.49
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2011,13530.4,14329.5,10848.2,11955.1,54298576700,11955.1,-11.64,-0.04,2.91,6.03,3.02,-14.14
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2012,12097.2,12788.6,11209.6,12433.5,44907590700,12433.5,2.78,0.02,1.52,6.03,4.44,1.25
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2013,12571.8,13644.3,11759,13621.6,29640418200,13621.6,8.35,0.04,0.94,6.03,5.04,7.34
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2014,13621.4,15685.1,13450.3,14632.4,45293416900,14632.4,7.42,0.03,1.91,6.03,4.04,5.41
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2015,14637.3,15524.8,12617.7,13010,50750180600,13010,-11.12,-0.04,1.13,6.03,4.85,-12.11
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2016,12920.6,15432.6,11531.2,15287.6,57196405800,15287.6,18.32,0.07,1.43,6.03,4.53,16.65
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2017,15366.8,16232.2,14915.8,16209.1,48673226700,16209.1,5.48,0.02,1.6,6.03,4.36,3.82
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2018,16213.4,16586.5,13776.9,14322.9,56063278500,14322.9,-11.66,-0.05,2.27,6.03,3.67,-13.62
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2019,14163.9,17230.6,14112.8,17063.4,54138678500,17063.4,20.47,0.07,1.95,6.03,4,18.17
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2020,17131.6,17970.5,11172.7,17433.4,69938675200,17433.4,1.76,0.03,0.72,6.03,5.27,1.04
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2021,17583.4,21796.2,17297.8,21222.8,57768045700,21222.8,20.7,0.08,3.4,6.03,2.54,16.73
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2022,21335.6,22213.1,17873.2,19384.9,66681165700,19384.9,-9.14,-0.03,6.8,6.03,-0.73,-14.93
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2023,19531.4,21091.1,18692.1,20958.4,55668647300,20958.4,7.31,0.03,3.88,6.03,2.07,3.3
"North America","Canada","S&P/TSX Composite Index","Toronto Stock Exchange (TSX)",2024,20904.3,25843.2,20466.5,24727.9,57746401300,24727.9,18.29,0.07,2.38,6.03,3.56,15.54
"Middle East","Saudi Arabia","Tadawul All Share Index (TASI)","Saudi Stock Exchange (Tadawul)",2020,8389.23,8765.8,5959.69,8689.53,79099784200,8689.53,3.58,0.02,3.45,3.58,0.13,0.13
"Europe","Europe","STXE 600","17 European countries",2004,239.3,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2005,251.24,NA,NA,310.03,NA,310.03,23.4,0.08,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2006,310.01,NA,NA,365.26,NA,365.26,17.82,0.06,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2007,369.79,400.99,347.72,364.64,0,364.64,-1.39,0,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2008,360.03,NA,NA,196.9,NA,196.9,-45.31,-0.24,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2009,205.29,NA,NA,253.16,NA,253.16,23.32,0.12,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2010,254.24,NA,NA,277.02,NA,277.02,8.96,0.05,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2011,276.28,NA,NA,244.54,NA,244.54,-11.49,-0.04,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2012,248.22,NA,NA,278.78,NA,278.78,12.31,0.06,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2013,285.51,328.42,274.97,327.13,26731583300,327.13,14.58,0.07,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2014,326.14,NA,NA,341.02,NA,341.02,4.56,0.02,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2015,340.58,415.18,330.85,367.7,69327625800,367.7,7.96,0.04,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2016,365.48,365.48,302.59,361.42,74171179300,361.42,-1.11,0,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2017,364.25,398.05,359.92,389.18,54921207600,389.18,6.84,0.03,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2018,388.74,403.72,327.34,336.23,50891180700,336.23,-13.51,-0.06,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2019,335.64,420.72,333.51,416.17,47740931500,416.17,23.99,0.09,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2020,418.73,433.9,268.57,400.25,62298594000,400.25,-4.41,0,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2021,400.59,490.58,394.4,488.71,47384461300,488.71,22,0.08,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2022,488.28,495.46,379.72,424.89,53696167500,424.89,-12.98,-0.05,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2023,430.01,480.64,427.77,479.02,47149503700,479.02,11.4,0.05,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2024,478.17,528.68,464.99,504.85,51361818100,504.85,5.58,0.02,NA,NA,NA,NA
"Europe","Europe","STXE 600","17 European countries",2025,510.87,565.18,464.26,535.63,20449121400,535.63,4.85,0.08,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2008,49,49,25.14,33.53,15491100,24.95,-49.09,-0.31,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2009,34.37,57.06,26.69,55.71,65957300,42.03,22.29,0.24,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2010,57,65.8,22,63.7,130026600,48.85,-14.3,0.07,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2011,64.6,65.31,44.27,49.9,148955900,39,-39.63,-0.07,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2012,50.84,60.52,49.07,60.52,120345300,48.19,-5.21,0.09,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2013,61.44,61.94,51.6,60.31,151702200,48.94,-20.35,0.01,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2014,59.16,66.57,54.63,60.93,161588800,50.34,-14.91,0.01,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2015,61.17,69.94,47.61,53.41,326474500,45.15,-26.18,-0.04,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2016,51.96,61.63,46.14,54.93,260805400,47.27,-9.02,0.03,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2017,55.46,78.44,55.32,76.28,275613400,67.01,20.83,0.14,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2018,77.39,83.52,60.48,63.53,286995200,56.94,-26.43,-0.06,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2019,62.58,73.93,61.55,73.5,315911700,67.15,7.3,0.07,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2020,74.3,90.12,52.95,89.61,345497700,82.83,11.48,0.1,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2021,91.24,102.44,79.8,82.7,277356300,78.08,-14.42,-0.02,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2022,83.13,85.72,54.39,64.79,327063000,62.19,-25.18,-0.08,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2023,65.78,73.09,60.92,66.57,164892900,65.37,-0.62,0.03,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2024,65.47,82.25,61.3,72.18,138647700,72.18,10.25,0.05,NA,NA,NA,NA
"Asia","Asia","MSCI All Country Asia ex Japan","11 Asian markets, excluding Japan",2025,72.13,77.49,64.33,75.55,53024000,75.55,4.74,0.06,NA,NA,NA,NA
